authorId,name
3407310,Jörg Thalheim
145636821,Antonio Rodrigues
2282441,Istemi Ekin Akkus
3025359,Pramod Bhatotia
2042672,Ruichuan Chen
34824488,Bimal Viswanath
40657800,Lei Jiao
145494211,C. Fetzer
25143752,Alexandru Iulian Orhean
144512429,Florin Pop
1747651,I. Raicu
144595648,F. Blaabjerg
143740938,R. Teodorescu
145444410,Marco Liserre
120837382,A. Timbus
144911942,Pedro Fonseca
49481235,Kaiyuan Zhang
2108250479,Xi Wang
144695691,A. Krishnamurthy
2949947,C. Pham
2144178039,Long Wang
144543382,Byungchul Tak
1708848,Salman Baset
6429516,Chunqiang Tang
1687748,Z. Kalbarczyk
2172471887,R. Iyer
1707870,Hongjing Liang
2116146631,Xiyue Guo
3328166,Yingnan Pan
50592545,Tingwen Huang
144799183,Gerhard Weiss
33653259,Sukumar Ghosh
1760484,J. Ferber
1767498,D. Molzahn
2371136230,Florian Dörfler
1800380,H. Sandberg
36255406,S. Low
18368717,Sambuddha Chakrabarti
1786044,R. Baldick
1688041,J. Lavaei
1709102,Tanakorn Leesatapornwongsa
2235631,Jeffrey F. Lukman
144134982,Shan Lu
1738725,Haryadi S. Gunawi
1718469,A. Dimakis
144481748,Brighten Godfrey
1721860,M. Wainwright
144161012,K. Ramchandran
5515166,Tasneem Salah
3015483,M. Zemerly
2292768,C. Yeun
1389933413,M. Al-Qutayri
1395903855,Yousof Al-Hammadi
2056947472,Brendan Burns
2082096090,D. Oppenheimer
144401478,M. Steen
1710353,A. Tanenbaum
34681128,Yichuan Jiang
1722151,Dimos V. Dimarogonas
1777799,Emilio Frazzoli
1679177,K. Johansson
2050175868,Colin Scott
3169583,Aurojit Panda
2907830,Vjekoslav Brajkovic
1790411,G. Necula
143838343,S. Shenker
1795716,Derui Ding
145192086,Q. Han
2108454322,Zidong Wang
32946552,Xiaohua Ge
1687896,E. Deelman
1789574,Gurmeet Singh
2435325,Mei-Hui Su
2228422137,James Blythe
145526918,Y. Gil
39173862,Gaurang Mehta
1742157,K. Vahi
1787192,G. Berriman
144651393,J. Good
3121694,A. Laity
39541037,J. Jacob
47036435,D. Katz
3095589,C. Hawblitzel
37336366,Jon Howell
3023141,Manos Kapritsos
1855395,Jacob R. Lorch
2291514,Bryan Parno
2111885968,Michael L. Roberts
1965352,Srinath T. V. Setty
2202333,Brian Zill
9356351,F. Mattern
38593472,Fuwen Yang
46285329,Yongheng Yang
50773178,Dongsheng Yang
2108419672,Xiongfei Wang
152733385,Tracy D. Braun
1744243,H. Siegel
32890242,Noah Beck
1701593,Ladislau Bölöni
145636240,Muthucumaru Maheswaran
2097629,A. Reuther
153630509,J. Robertson
1737081,M. Theys
2143537203,Bin Yao
1958098,D. Hensgen
2248746,R. F. Freund
143872426,James R. Wilcox
2800372,Doug Woos
2333441,P. Panchekha
2272813,Zachary Tatlock
6698059,Michael D. Ernst
145559915,T. Anderson
1597742407,Wenfeng Hu
47968140,Lu Liu
143698746,G. Feng
48532669,Jonathan Mace
3132667,Ryan Roelke
145502789,Rodrigo Fonseca
2061380533,B. White
1805505,Jay Lepreau
143954637,L. Stoller
144993692,R. Ricci
33569517,Shashi Guruprasad
2904218,Mac Newbold
1796457,Mike Hibler
95339643,Charles E. Barb
40474541,Abhijeet Joglekar
2154941306,Wei Chen
2597875,Hongli Dong
2255389230,Guoliang Wei
2152183230,N. Singh
40928126,Gyeong-In Yu
13705521,Joo Seong Jeong
33011554,Arif Sari
30341749,M. Akkaya
34911957,Zongyu Zuo
2749866,Lin Tie
144203571,He Cai
144441675,F. Lewis
145468453,G. Hu
144516613,Jie Huang
2016795,Thomas Morstyn
2906419,B. Hredzak
32858141,V. Agelidis
143834867,M. Zaharia
2350830387,Mosharaf Chowdhury
2858881,Tathagata Das
2959744,Ankur Dave
3376832,Justin Ma
1832538478,Murphy McCauly
2326149473,Ion Stoica
3234559,E. Dijkstra
30613168,Craig W. Reynolds
3087910,Brian P. Gerkey
1774604,R. Vaughan
144692242,A. Howard
2118440152,Kai Chen
2827616,Quoc V. Le
1715548,Mark Z. Mao
1706809,Marc'Aurelio Ranzato
33666044,A. Senior
143781496,Ke Yang
34699434,A. Ng
2272877588,Konstantin Shvachko
2272895651,Hairong Kuang
2273000538,Sanjay Radia
2272963092,Robert Chansler
48445225,Fay W. Chang
35087612,Wilson C. Hsieh
37602570,D. Wallach
32623151,M. Burrows
2073806959,Tushar Chandra
3056963,A. Fikes
73260620,R. Gruber
3164170,Anne-Cécile Orgerie
35032286,M. Assunção
144117760,L. Lefèvre
2118490244,Xu Zhao
2108188432,Yongle Zhang
2261519,David Lion
2057164992,Muhammad Faizan Ullah
2118198495,Yu Luo
2042324,Ding Yuan
1696433,M. Stumm
144737098,J. Lions
2790591,Zhiyi Li
1705137,M. Shahidehpour
1698232,F. Aminifar
1470488636,Joost Verbraeken
1470488392,Matthijs Wolting
2251635781,J. Katzy
1470485471,Jeroen Kloppenburg
2413244,Tim Verbelen
2342602,Jan S. Rellermeyer
47096190,Yang Wu
7202338,Mingchen Zhao
1719236,Andreas Haeberlen
33779522,Wenchao Zhou
35206168,B. T. Loo
9127718,V. Nasirian
2993634,A. Davoudi
2255353261,J. Guerrero
29912342,Philipp Moritz
34994156,Robert Nishihara
2117867,Stephanie Wang
144312193,Alexey Tumanov
3393220,Richard Liaw
40274002,Eric Liang
2058356165,William Paul
1694621,Michael I. Jordan
2316152880,Ion Stoica
1681465,D. Luckham
15062175,K. Mahmoud
2167376,N. Yorino
123782937,Abdella Ahmed
3245439,U. Agarwal
144954290,Tao Yang
2116687,Xinlei Yi
2146666634,Junfeng Wu
2109127753,Ye Yuan
40369853,Di Wu
1687922,Ziyang Meng
1769213,Yiguang Hong
2144274601,Hong Wang
49290504,Zongli Lin
1786249,D. Bertsekas
144224173,J. Tsitsiklis
2313892,Mathieu Delalandre
2681887,D. Rumelhart
1701656,James L. McClelland
40478933,Ji Liu
2864855,Jizhou Huang
2145499198,Yang Zhou
48568841,Xuhong Li
2086828705,Shilei Ji
2093122747,Haoyi Xiong
1721158,D. Dou
2933688,B. Fleisch
145057448,A. Mitra
144882686,S. Sundaram
3242151,Surat Teerapittayanon
1841852,Bradley McDanel
144153718,H. T. Kung
1731423,Xianming Zhang
144719528,Lei Ding
119873434,J. Lopes
32469781,N. Hatziargyriou
1793761,J. Mutale
1735118,P. Djapic
47245058,Nicholas Jenkins
2228059,Md. Vasimuddin
3215200,Sanchit Misra
47892183,Heng Li
143899699,S. Aluru
1721009,R. Fujimoto
2115663726,Yu-Long Wang
26565727,A. Diro
9219862,N. Chilamkurti
46976706,C. Conte
2115201230,C. Jones
144746954,M. Morari
2176899,M. Zeilinger
2108503030,Xiaofeng Wang
1707848,M. Lemmon
1759241,Sasu Tarkoma
2797716,Christian Esteve Rothenberg
2120346,E. Lagerspetz
145762058,B. Javadi
35047468,Derrick Kondo
1760940,A. Iosup
1776848,D. Epema
120436311,P. Barker
47340170,W. Ahmed
2349338107,Yong Wei Wu
1738217,Zhongkui Li
145193290,G. Wen
8200163,Z. Duan
145805552,W. Ren
143962122,J. Corbett
2041535246,Michael Epstein
2064471306,Christopher Frost
24918521,JJ Furman
144267830,Andrey Gubarev
51425828,Christopher Heiser
143860536,Peter H. Hochschild
39140636,Sebastian Kanthak
2063031994,E. Kogan
2300683689,Hongyi Li
144348389,Alexander Lloyd
143973671,S. Melnik
2386768815,David Mwaura
46568282,D. Nagle
145062645,Sean Quinlan
2069605776,Rajesh Rao
2269737950,Lindsay Rolig
153304144,Yasushi Saito
2228557,Michal Szymaniak
2115490429,Christopher Taylor
2394564212,Ruth Wang
33117667,Dale Woodford
51310474,Yudong Chen
2255869,Lili Su
2285994747,Jiaming Xu
50070537,H. Willis
144875711,W. Scott
39172707,Jacob Devlin
1744179,Ming-Wei Chang
2544107,Kenton Lee
3259253,Kristina Toutanova
40348417,Ashish Vaswani
1846258,Noam Shazeer
3877127,Niki Parmar
39328010,Jakob Uszkoreit
145024664,Llion Jones
19177000,Aidan N. Gomez
3443442,I. Polosukhin
11323179,Yinhan Liu
40511414,Myle Ott
39589154,Naman Goyal
3048577,Jingfei Du
144863691,Mandar Joshi
50536468,Danqi Chen
39455775,Omer Levy
35084211,M. Lewis
1759422,Veselin Stoyanov
145625142,Adam Roberts
3844009,Katherine Lee
46617804,Sharan Narang
1380243217,Michael Matena
2389316,Yanqi Zhou
2157338362,Wei Li
35025299,Peter J. Liu
143997772,Christopher Clark
143845796,Jeffrey Pennington
3308557,Sepp Hochreiter
145341374,J. Schmidhuber
31035595,Tom B. Brown
2056658938,Benjamin Mann
39849748,Nick Ryder
2065894334,Melanie Subbiah
152724169,J. Kaplan
6515819,Prafulla Dhariwal
2072676,Arvind Neelakantan
67311962,Pranav Shyam
144864359,G. Sastry
119609682,Amanda Askell
144517868,S. Agarwal
1404060687,Ariel Herbert-Voss
2064404342,Gretchen Krueger
103143311,T. Henighan
48422824,R. Child
1992922591,A. Ramesh
2052152920,Daniel M. Ziegler
49387725,Jeff Wu
2059411355,Clemens Winter
144239765,Christopher Hesse
2108828435,Mark Chen
2064673055,Eric Sigler
1380985420,Ma-teusz Litwin
145565184,Scott Gray
1490681878,Benjamin Chess
2115193883,Jack Clark
133740015,Christopher Berner
52238703,Sam McCandlish
38909097,Alec Radford
2698777,Dario Amodei
2047446108,Tomas Mikolov
150970919,D. Luan
46664096,Jinhyuk Lee
51433082,WonJin Yoon
2829848,Sungdong Kim
2145183568,Donghyeon Kim
2144247125,Sunkyu Kim
51435068,Chan Ho So
144323862,Jaewoo Kang
24590005,Alex Perelygin
2110402830,Jean Wu
1964541,Jason Chuang
46258841,Kyle Lo
2527954,Arman Cohan
2706258,Pranav Rajpurkar
2151810148,Jian Zhang
2787620,Konstantin Lopyrev
145419642,Percy Liang
2362534,Zhenzhong Lan
46221498,Mingda Chen
7685850,Sebastian Goodman
1700980,Kevin Gimpel
48267618,Piyush Sharma
1737285,Radu Soricut
3335364,Dzmitry Bahdanau
1979489,Kyunghyun Cho
1751762,Yoshua Bengio
144958935,Karthik Narasimhan
2320509,Marjan Ghazvininejad
113947684,Abdel-rahman Mohamed
2109512754,Zhilin Yang
3422912,Zihang Dai
35729970,Yiming Yang
143712374,J. Carbonell
145124475,R. Salakhutdinov
38367242,Yoon Kim
144906624,Alex Wang
50286460,Amanpreet Singh
38614754,Julian Michael
145783676,Felix Hill
2480903,Alexis Conneau
40267343,Kartikay Khandelwal
113810201,Vishrav Chaudhary
2293203,Guillaume Wenzek
144204682,Francisco (Paco) Guzmán
3024698,Edouard Grave
1830914,Guillaume Lample
2329288,Piotr Bojanowski
2319608,Armand Joulin
1726807,Diederik P. Kingma
2503659,Jimmy Ba
50229020,Emily Alsentzer
2279754408,John R. Murphy
31809608,Willie Boag
2088565,W. Weng
2068347799,Di Jin
41153596,Matthew B. A. McDermott
1782282,Evan Shelhamer
7408951,Jeff Donahue
3049736,Sergey Karayev
2117314646,Jonathan Long
2983898,Ross B. Girshick
1687120,S. Guadarrama
1753210,Trevor Darrell
32246932,Timo Schick
39706649,Xiaoqi Jiao
1384668226,Yichun Yin
50812138,Lifeng Shang
145820291,Xin Jiang
2117025507,Xiao Chen
2111818678,Linlin Li
49451193,F. Wang
1688015,Qun Liu
1780531,Daniel S. Weld
8270717,Junyoung Chung
1854385,Çaglar Gülçehre
2583391,Nal Kalchbrenner
1864353,Edward Grefenstette
1685771,Phil Blunsom
36037226,Réjean Ducharme
120247189,Pascal Vincent
1909943744,Christian Janvin
32551341,Xiang Lisa Li
3158246,B. V. Merrienboer
2076086,Fethi Bougares
144518416,Holger Schwenk
1796335,D. Blei
145222654,Patrick Lewis
3439053,Ethan Perez
1716179427,Aleksandara Piktus
40052301,F. Petroni
2067091563,Vladimir Karpukhin
103131985,Heinrich Kuttler
144105277,Wen-tau Yih
2620211,Tim Rocktäschel
48662861,Sebastian Riedel
1743722,Douwe Kiela
152918929,A. Bakhtin
39417610,Yuxiang Wu
143622869,Alexander H. Miller
100984698,Yada Pruksachatkun
10666396,Nikita Nangia
2403712,A. Akbik
2725328,Duncan A. J. Blythe
2742129,Roland Vollgraf
143775536,Bryan McCann
40518045,James Bradbury
2228109,Caiming Xiong
1688882,Yann LeCun
1721248,P. Haffner
48607963,Yonghui Wu
144739074,Mohammad Norouzi
3153147,Wolfgang Macherey
2048712,M. Krikun
145144022,Yuan Cao
145312180,Qin Gao
113439369,Klaus Macherey
2367620,J. Klingner
145825976,Apurva Shah
145657834,Melvin Johnson
2109059862,Xiaobing Liu
2776283,Stephan Gouws
2739610,Yoshikiyo Kato
1765329,Taku Kudo
1754386,H. Kazawa
144077726,K. Stevens
1753079661,George Kurian
2056800684,Nishant Patil
49337181,Wei Wang
39660914,C. Young
2119125158,Jason R. Smith
2909504,Jason Riesa
29951847,Alex Rudnick
48342565,Macduff Hughes
39353098,Kaiming He
1771551,X. Zhang
3080683,Shaoqing Ren
2064160,A. Krizhevsky
1695689,Geoffrey E. Hinton
144104130,Brian Lester
1388360943,Rami Al-Rfou
40832517,Noah Constant
4800645,Tianyu Gao
2064150446,Adam Fisch
40027632,Frank F. Xu
50007145,J. Araki
145157221,E. Tjong Kim Sang
2105414,F. D. Meulder
1739581,J. Lafferty
143753639,A. McCallum
113414328,Fernando Pereira
144397625,Paul Michel
145727186,R. Caruana
29781792,Gizem Sogancioglu
3368076,Hakime Öztürk
1702629,Arzucan Özgür
2117970351,Jiao Li
2116969756,Yueping Sun
2000280,Robin J. Johnson
2160494,D. Sciaky
3252035,Chih-Hsuan Wei
2277706,Robert Leaman
108109364,A. P. Davis
3283642,C. Mattingly
1922749,Thomas C. Wiegers
1734174,Mitchell P. Marcus
2424234,Beatrice Santorini
2063206,Mary Ann Marcinkiewicz
2117101253,Ke Xu
3450996,Ryan Kiros
1760871,Aaron C. Courville
1804104,R. Zemel
49454094,Kexin Huang
2124555,Jaan Altosaar
2615814,R. Ranganath
2815290,N. Houlsby
1911881,A. Giurgiu
40569328,Stanislaw Jastrzebski
68973833,Bruna Morrone
51985388,Quentin de Laroussilhe
2813347,Andrea Gesmundo
2809991,Mona Attariyan
1802148,S. Gelly
46235299,Elena Voita
144251066,David Talbot
2157158,F. Moiseev
2082372,Rico Sennrich
144889265,Ivan Titov
1746914,Sinno Jialin Pan
152290618,Qiang Yang
136309159,知秀 柴田
2959414,Nils Reimers
1730400,Iryna Gurevych
35400286,Z. Harris
1785372925,Tianlu Wang
2064210,Mark Yatskar
2004053,Vicente Ordonez
2574060,Christian Szegedy
2157222093,Wei Liu
3142556,P. Sermanet
144828948,Scott E. Reed
1838674,Dragomir Anguelov
1761978,D. Erhan
39863668,A. Rabinovich
2065005836,Jerry Tworek
35450887,Heewoo Jun
153930486,Qiming Yuan
2117715024,Henrique Pondé
2053807409,Jared Kaplan
144632352,Harrison Edwards
51178856,Yura Burda
2117706920,Nicholas Joseph
2065151121,Greg Brockman
2064770039,Alex Ray
41158993,Raul Puri
2136008481,Michael Petrov
2103414,Heidy Khlaaf
2051714782,Pamela Mishkin
1466431052,Brooke Chan
2068123790,Mikhail Pavlov
146162186,Alethea Power
2275251620,Mo Bavarian
2275252092,P. Tillet
9927844,F. Such
80876468,D. Cummings
3407285,Matthias Plappert
2117714459,Fotios Chantzis
2057742918,Elizabeth Barnes
39121861,William H. Guss
38967461,Alex Nichol
2256699302,Igor Babuschkin
2054519183,S. Balaji
150298413,Shantanu Jain
153480842,A. Carr
2990741,Jan Leike
2318703608,Josh Achiam
40055795,Vedant Misra
1404556973,Evan Morikawa
3555117,M. Knight
35167962,Miles Brundage
2117715631,M. Murati
2059169400,Katie Mayer
2930640,Peter Welinder
39593364,Bob McGrew
2563432,Wojciech Zaremba
2111312892,Xiao Liu
2111090780,Yanan Zheng
66395694,Zhengxiao Du
2055623340,Ming Ding
5606742,Yujie Qian
2109541439,Jie Tang
34176020,Jesse Dodge
2123694087,Gabriel Ilharco
143787583,Ali Farhadi
144365875,Noah A. Smith
3016273,Jiatao Gu
2116235416,Xian Li
2068070,Sergey Edunov
145217343,Eric Wallace
2113511266,Shi Feng
1380266797,Nikhil Kandpal
34650964,Sameer Singh
37907837,Allyson Ettinger
2621696,Zhengyan Zhang
48506411,Xu Han
49293587,Zhiyuan Liu
1753344,Maosong Sun
145307652,Li Dong
144610884,Nan Yang
51456429,Wenhui Wang
49807919,Furu Wei
72682749,Yu Wang
143849609,M. Zhou
145058181,H. Hon
2265599,Luheng He
1708114,K. Erk
91955511,Hang Le
27421936,Loïc Vial
35342746,Jibril Frej
139097094,Vincent Segonne
3443469,Maximin Coavoux
113981222,B. Lecouteux
2311059,A. Allauzen
2064411934,Benoit Crabb'e
143823463,L. Besacier
2504683,Didier Schwab
6117577,Ian Tenney
143790066,Dipanjan Das
2949185,Ellie Pavlick
3422908,Robin Jia
3407277,Adam Paszke
39793298,Sam Gross
2127604,Soumith Chintala
114250963,Gregory Chanan
2052812305,E. Yang
2253681376,Zachary DeVito
3370429,Zeming Lin
3050846,Alban Desmaison
3029482,L. Antiga
1977806,Adam Lerer
2057287718,M. Porter
2113584859,John Richardson
34619326,R. Dogan
3286328,Martin Krallinger
3357404,O. Rabal
2830474,S. Akhondi
46846642,Martín Pérez Pérez
2061645196,J. Santamaría
8423426,Gael Pérez Rodríguez
51902275,G. Tsatsaronis
2561117,Ander Intxaurrondo
2209879750,José Antonio Baso López
3148056,U. Nandal
48487826,E. V. Buel
7880749,A. Chandrasekhar
49020287,Marleen Rodenburg
3124875,A. Lægreid
1874370,Marius A. Doornenbal
1889900,J. Oyarzábal
38211958,A. Lourenço
145786321,A. Valencia
2401865,Jonas Gehring
2325985,Michael Auli
2529182,David Grangier
13759615,Denis Yarats
2921469,Yann Dauphin
1857797,Chandra Bhagavatula
39071178,R. Power
2555924,Andrew M. Dai
3109481,Zhiheng Huang
145738410,W. Xu
2150332252,Kai Yu
39067762,Meire Fortunato
3111912,N. Jaitly
2093348519,Jeremy Howard
81840293,Adina Williams
7465342,Ido Dagan
2807469,Oren Glickman
1712352,B. Magnini
83415753,W. Dolan
3125776,Chris Brockett
2259100,B. Haddow
2539211,Alexandra Birch
143634377,H. Levesque
144883814,E. Davis
40429476,L. Morgenstern
2334885409,Yukun Zhu
2422559,R. Urtasun
143805211,A. Torralba
37895334,S. Fidler
1753223,Alex Graves
46236380,Alex Warstadt
46724030,Daniel Matthew Cer
1700007,Mona T. Diab
1405529953,I. Lopez-Gazpio
1702974,Lucia Specia
2486762,L. Bentivogli
48323507,Peter Clark
2380885,Danilo Giampiccolo
40895509,Trieu H. Trinh
1403835575,Roy Bar-Haim
66648221,Bill Dolan
36405930,L. Ferro
1711977,Idan Szpektor
50982078,Kaitao Song
48391466,Xu Tan
143826491,Tao Qin
145313246,Jianfeng Lu
2110264337,Tie-Yan Liu
1857734,Guokun Lai
1912046,Qizhe Xie
2391802,Hanxiao Liu
2245567,M. Karafiát
1816892,Lukáš Burget
1899242,J. Černocký
2803071,S. Khudanpur
153160559,Joseph P. Turian
2335225,Lev-Arie Ratinov
144865353,B. Pang
145810617,Lillian Lee
50462546,Pengcheng He
2109136147,Weizhu Chen
2122755,H. Dang
1772891,Elena Cabrio
153302678,Jia Deng
144847596,Wei Dong
2040091191,Li-Jia Li
94451829,K. Li
48004138,Li Fei-Fei
51428394,Alexei Baevski
144270981,Angela Fan
144055124,Nathan Ng
35168946,A. Gordon
1714932,Zornitsa Kozareva
3316824,Melissa Roemmele
3323275,Kishore Papineni
46924970,Salim Roukos
144582029,T. Ward
2587983,Wei-Jing Zhu
15652489,T. Kwiatkowski
123052390,Michael Collins
1734693,John C. Duchi
34840427,Elad Hazan
1740765,Y. Singer
2934336,Loïc Barrault
1713934,Antoine Bordes
145762466,A. Korhonen
34838386,K. Simonyan
1688869,Andrew Zisserman
2844898,N. Keskar
1783281,Daniel Khashabi
37202877,Snigdha Chaturvedi
46617131,Michael Roth
33145619,Shyam Upadhyay
3177568,J. Q. Candela
69440470,Magnini B Dagan I
11393449,F. Lauria
2241127,M. Marneffe
14736364,M. Simons
1741404,Judith Tonhauser
1905713,Ruty Rinott
80842917,Jason Phang
79215748,Thibault Févry
4418074,Minjoon Seo
2684226,Aniruddha Kembhavi
48799969,Matthew D. Zeiler
34961461,Andrew L. Maas
119816047,Raymond E. Daly
2061523260,Peter T. Pham
2110408720,Dan Huang
7818229,J. Zhao
1707242,Minh-Thang Luong
2890423,Eunsol Choi
1726415,Alexander Toshev
1751569,Samy Bengio
2072080518,Joshua Feldman
40360972,Abdel-rahman Mohamed
144358401,Kevin Clark
3030219,Urvashi Khandelwal
1678656,I. Loshchilov
144661829,F. Hutter
2884373,J. Elman
3377142,Prajit Ramachandran
2897313,Nitish Srivastava
2238231938,Bernardo Magnini
2910877,Karl Moritz Hermann
2367821,Tomás Kociský
2311318,L. Espeholt
2062879616,W. Kay
2573615,Mustafa Suleyman
52578817,J. Palomaki
90784578,Olivia Redfield
144729897,Ankur P. Parikh
114577307,Chris Alberti
153215783,D. Epstein
2554321,Matthew Kelcey
1754497,Slav Petrov
2116648700,Ronald J. Williams
1861312,Azalia Mirhoseini
2275364713,Krzysztof Maziarz
48448318,J. Dean
1821711,Thang Luong
143950636,Hieu Pham
3422872,Dan Hendrycks
72655349,Sheng Zhang
46700348,Jingjing Liu
1800354,Kevin Duh
7536576,Benjamin Van Durme
2314850892,Olga Russakovsky
144914140,Hao Su
2285165,J. Krause
145031342,S. Satheesh
2261887230,Sean Ma
2354728,A. Karpathy
2556428,A. Khosla
145879842,Michael S. Bernstein
39668247,A. Berg
38733050,Guanghui Qin
98773772,J. Eisner
1697944,L. Varshney
2117103617,Yu Sun
104463827,Shuohuan Wang
1710861,Yukun Li
1718657,Shikun Feng
2109214103,Xuyi Chen
48213346,Han Zhang
2117127187,Xin Tian
152867082,Danxiang Zhu
50007795,Hao Tian
40354707,Hua Wu
1911755,M. Shoeybi
66870756,M. Patwary
3081566,P. LeGresley
48991386,J. Casper
2301680,Bryan Catanzaro
2545335,Rowan Zellers
3312309,Yonatan Bisk
2034613,Rachel Rudinger
2300343,Jason Naradowsky
2056398837,Brian Leonard
2237638221,Ernest Davis
38070424,R. Ando
2117881943,Tong Zhang
28972636,A. Johnson
40541154,T. Pollard
2115648970,Lu Shen
2771337,Li-wei H. Lehman
2773476,M. Feng
143811844,M. Ghassemi
39934542,Benjamin Moody
1679873,Peter Szolovits
143605744,L. Celi
1978710,R. Mark
51131802,J. Kiros
143668305,Miguel Ballesteros
50324141,Sandeep Subramanian
2189948,Kazuya Kawakami
1745899,Chris Dyer
2265067,Sainbayar Sukhbaatar
3149531,Arthur Szlam
2276554,R. Fergus
2060101052,Terry Koo
3295092,S. Chopra
2277385,Timothy Dozat
1802969,Ciprian Chelba
2055641376,Qi Ge
1784037,T. Brants
152124726,P. Koehn
144711425,T. Robinson
47079359,Ananya Ganesh
1387202086,Ofir Zafrir
3150063,Guy Boudoukh
2477428,Peter Izsak
2134755,Moshe Wasserblat
2465658,Patrick Xia
2108381400,Berlin Chen
48926630,Adam Poliak
145534175,R. Thomas McCoy
8756748,Najoung Kim
2298649,Oren Melamud
34508613,J. Goldberger
47324198,W. L. Taylor
2556289,Oscar Täckström
40895369,Suchin Gururangan
38842528,Matt Post
1996134,Razvan Pascanu
2467508,Tal Linzen
20851195,Kazuma Hashimoto
143946906,Yoshimasa Tsuruoka
1700187,Anders Søgaard
153652147,J. Malik
33493200,Tsung-Yi Lin
145854440,M. Maire
50172592,Serge J. Belongie
48966748,James Hays
1690922,P. Perona
1770537,Deva Ramanan
3127283,Piotr Dollár
1699161,C. L. Zitnick
2202008,Emmanuel Dupoux
3382568,Adam Trischler
2116678322,Tong Wang
2854297,Xingdi Yuan
2116842263,Justin Harris
2041695,Alessandro Sordoni
143902541,Philip Bachman
2987426,Kaheer Suleman
1746662,D. Sontag
2067996,Germán Kruszewski
145283199,Marco Baroni
2109675545,Melvin Johnson
144203200,Nikhil Thorat
2227182886,Gregory S. Corrado
2056946837,Jeffrey Dean
2054165706,Sergey Ioffe
40625240,Adams Wei Yu
35363891,David Dohan
2114012077,Rui Zhao
47261124,Qian Chen
1854999,Xiao-Dan Zhu
1749989,Zhenhua Ling
144572674,Si Wei
36357862,Hui Jiang
1697366,Diana Inkpen
48188880,M. Marelli
2644577,Stefano Menini
145040726,R. Bernardi
2713535,Roberto Zamparelli
144096985,G. Miller
28926612,Aparajita Haldar
1781574,Chin-Yew Lin
50196944,Judy Hoffman
2152329702,Ning Zhang
2368132,E. Tzeng
19355717,Minqing Hu
47655430,Bing Liu
70910366,Vysoké Učení
70952562,Technické V Brně
74555031,Grafiky A Multimédií
74393604,Disertační Práce
1701451,Ramesh Nallapati
145218984,Bowen Zhou
1790831,C. D. Santos
144028698,Bing Xiang
144422314,Matthew Richardson
2676309,C. Burges
1859813,Erin Renshaw
144081089,Daniel Fernando Campos
2116109215,Tri Nguyen
40319105,Mir Rosenberg
50706785,Xia Song
40070335,Saurabh Tiwary
32431940,Rangan Majumder
144718788,L. Deng
116506812,Bhaskar Mitra
2073603971,Vinod Nair
1735131,Sameer Pradhan
1719404,Alessandro Moschitti
1702849,Nianwen Xue
143835479,Olga Uryupina
49889227,Yuchen Zhang
2570381,Brody Huval
2257176728,James Martens
2256589446,Geoffrey E. Hinton
2807281,Kristina Gulordava
35097114,Saizheng Zhang
50056360,William W. Cohen
145732771,Siva Reddy
1941442,Jianpeng Cheng
1747893,Mirella Lapata
2060028,D. Eigen
143949035,Michaël Mathieu
48099761,K. Paliwal
2812486,P. Simard
1688235,P. Frasconi
13070498,A. See
2307906073,Brittany L. Smith
2307880479,Hannah Schoenberg
6883420,S. V. Koebele
2307883519,Laura Grafe
1749837,Eugene Charniak
145177220,Mark Johnson
32538203,P. Brown
144856857,P. D. Souza
3853032,J. Lai
2474650,R. Mercer
40150953,E. Huang
2675251,Stefan Kombrink
2083259,Yonatan Belinkov
145938140,Nadir Durrani
6415321,Fahim Dalvi
145775792,Hassan Sajjad
145898106,James R. Glass
38666915,D. Klein
1681543,G. Zweig
3119801,Xavier Glorot
2347956,Mikel Artetxe
3255091,Gorka Labaka
1379953252,Wang Ling
1690706,A. Black
1691021,Isabel Trancoso
3394760,Ramón Fernández Astudillo
1840645,Silvio Amir
1728026,Luís Marujo
2979183,Tiago Luís
143794227,Xing Shi
8350409,Inkit Padhi
152971314,Kevin Knight
14487640,Ari Holtzman
2516777,Hannah Rashkin
3268360,Franziska Roesner
2323658448,G. Hinton
2286434959,L. Deng
144580027,Dong Yu
35188630,George E. Dahl
2259645624,Abdel-rahman Mohamed
14902530,Patrick Nguyen
1784851,Tara N. Sainath
2343639834,Brian Kingsbury
3375440,Stephen Merity
2129425,Denis Paperno
2672644,Angeliki Lazaridou
3422089,Q. N. Pham
3422247,Sandro Pezzelle
1807810,Gemma Boleda
144151273,R. Fernández
2057272295,Frederic Morin
144120827,Janyce Wiebe
2340621191,Theresa Wilson
1748501,Claire Cardie
1755162,Philipp Koehn
152378023,Hieu T. Hoang
1763608,Chris Callison-Burch
102811815,Marcello Federico
1895952,N. Bertoldi
46898156,B. Cowan
2529583,Wade Shen
2055137469,C. Moran
1983801,Richard Zens
143832874,Ondrej Bojar
2057195055,Alexandra Constantin
2082901914,Evan Herbst
34927843,Andrew M. Saxe
25769960,S. Ganguli
34765717,Payal Bajaj
2286321410,Nick Craswell
2167307948,Li Deng
153059653,Andrew McNamara
50545740,Tri Minh Nguyen
2154509541,A. Stoica
2267495646,Tong Wang
152775164,Rebecca Marvin
152857609,Sébastien Jean
1710604,R. Memisevic
2801949,Aishwarya Agrawal
8553015,Jiasen Lu
1963421,Stanislaw Antol
2067793408,Margaret Mitchell
