from,to,corresponding
1855395,1cd0367b79a84e9b79883cb71c6e2d931d661080,false
2291514,1cd0367b79a84e9b79883cb71c6e2d931d661080,false
2111885968,1cd0367b79a84e9b79883cb71c6e2d931d661080,false
1965352,1cd0367b79a84e9b79883cb71c6e2d931d661080,false
2202333,1cd0367b79a84e9b79883cb71c6e2d931d661080,false
9356351,f6bba8a4370c9c64b6eda7ec79cdc853f16d516d,true
32946552,224d90fb8fbf1fb8ff26f6b66b4c5bdaba8fe346,true
38593472,224d90fb8fbf1fb8ff26f6b66b4c5bdaba8fe346,false
145192086,224d90fb8fbf1fb8ff26f6b66b4c5bdaba8fe346,false
144595648,16e7c4048ef1948c4dd0d259954f63f19b21f01e,true
46285329,16e7c4048ef1948c4dd0d259954f63f19b21f01e,false
50773178,16e7c4048ef1948c4dd0d259954f63f19b21f01e,false
2108419672,16e7c4048ef1948c4dd0d259954f63f19b21f01e,false
152733385,77ffb473344575b11a4e8d94ed883466074b572b,true
1744243,77ffb473344575b11a4e8d94ed883466074b572b,false
32890242,77ffb473344575b11a4e8d94ed883466074b572b,false
1701593,77ffb473344575b11a4e8d94ed883466074b572b,false
145636240,77ffb473344575b11a4e8d94ed883466074b572b,false
2097629,77ffb473344575b11a4e8d94ed883466074b572b,false
153630509,77ffb473344575b11a4e8d94ed883466074b572b,false
1737081,77ffb473344575b11a4e8d94ed883466074b572b,false
2143537203,77ffb473344575b11a4e8d94ed883466074b572b,false
1958098,77ffb473344575b11a4e8d94ed883466074b572b,false
2248746,77ffb473344575b11a4e8d94ed883466074b572b,false
143872426,5a8aafae38aeabd5533a271ab02396529b7b41c9,true
2800372,5a8aafae38aeabd5533a271ab02396529b7b41c9,false
2333441,5a8aafae38aeabd5533a271ab02396529b7b41c9,false
2272813,5a8aafae38aeabd5533a271ab02396529b7b41c9,false
2108250479,5a8aafae38aeabd5533a271ab02396529b7b41c9,false
6698059,5a8aafae38aeabd5533a271ab02396529b7b41c9,false
145559915,5a8aafae38aeabd5533a271ab02396529b7b41c9,false
1597742407,6c2c4c1e7b6b1950fa221cd1255eae3b317d78c8,true
47968140,6c2c4c1e7b6b1950fa221cd1255eae3b317d78c8,false
143698746,6c2c4c1e7b6b1950fa221cd1255eae3b317d78c8,false
48532669,85a31f4a8be9cb8c6f21464616b5588d5d2b8b07,true
3132667,85a31f4a8be9cb8c6f21464616b5588d5d2b8b07,false
145502789,85a31f4a8be9cb8c6f21464616b5588d5d2b8b07,false
2061380533,3ab7ea8920628b8754feaf2150a4d6b752b4012e,true
1805505,3ab7ea8920628b8754feaf2150a4d6b752b4012e,false
143954637,3ab7ea8920628b8754feaf2150a4d6b752b4012e,false
144993692,3ab7ea8920628b8754feaf2150a4d6b752b4012e,false
33569517,3ab7ea8920628b8754feaf2150a4d6b752b4012e,false
2904218,3ab7ea8920628b8754feaf2150a4d6b752b4012e,false
1796457,3ab7ea8920628b8754feaf2150a4d6b752b4012e,false
95339643,3ab7ea8920628b8754feaf2150a4d6b752b4012e,false
40474541,3ab7ea8920628b8754feaf2150a4d6b752b4012e,false
2154941306,e51f66d1ee807dd0edd5fa47fc2e3a707707435d,true
1795716,e51f66d1ee807dd0edd5fa47fc2e3a707707435d,false
2597875,e51f66d1ee807dd0edd5fa47fc2e3a707707435d,false
2255389230,e51f66d1ee807dd0edd5fa47fc2e3a707707435d,false
2152183230,aa52c64e5fc5ed6853e9d73f035e1b9522b89e97,true
40928126,9d7a75601e0e50dd68d40cfb8ef0e891dad797a6,true
13705521,9d7a75601e0e50dd68d40cfb8ef0e891dad797a6,false
33011554,1b4d00c514e58bace812da326167cb4be5128ba5,true
30341749,1b4d00c514e58bace812da326167cb4be5128ba5,false
34911957,54b8f8a44ffc8fb9ac5a3d02ab72c47452c957b5,true
2749866,54b8f8a44ffc8fb9ac5a3d02ab72c47452c957b5,false
144203571,c0b9eb7d7227a4cf99bead805faf07631cd810f8,true
144441675,c0b9eb7d7227a4cf99bead805faf07631cd810f8,false
145468453,c0b9eb7d7227a4cf99bead805faf07631cd810f8,false
144516613,c0b9eb7d7227a4cf99bead805faf07631cd810f8,false
2016795,231e35209f38d00b87d5ed52b6423ad699dbf351,true
2906419,231e35209f38d00b87d5ed52b6423ad699dbf351,false
32858141,231e35209f38d00b87d5ed52b6423ad699dbf351,false
143834867,528838ae47c950720a8850792c09d4f82855bff4,true
2350830387,528838ae47c950720a8850792c09d4f82855bff4,false
2858881,528838ae47c950720a8850792c09d4f82855bff4,false
2959744,528838ae47c950720a8850792c09d4f82855bff4,false
3376832,528838ae47c950720a8850792c09d4f82855bff4,false
1832538478,528838ae47c950720a8850792c09d4f82855bff4,false
143666627,528838ae47c950720a8850792c09d4f82855bff4,false
143838343,528838ae47c950720a8850792c09d4f82855bff4,false
2326149473,528838ae47c950720a8850792c09d4f82855bff4,false
3234559,47795d76f935cb633611a08a93554a2378888966,true
30613168,0800357049444fb80588f264d68e0c23f9b12a19,true
3087910,cd9de9fe5d8d9796dc29c92e94068da3d873d945,true
1774604,cd9de9fe5d8d9796dc29c92e94068da3d873d945,false
144692242,cd9de9fe5d8d9796dc29c92e94068da3d873d945,false
49959210,3127190433230b3dc1abd0680bb58dced4bcd90e,true
32131713,3127190433230b3dc1abd0680bb58dced4bcd90e,false
3089272,3127190433230b3dc1abd0680bb58dced4bcd90e,false
2118440152,3127190433230b3dc1abd0680bb58dced4bcd90e,false
145139947,3127190433230b3dc1abd0680bb58dced4bcd90e,false
2827616,3127190433230b3dc1abd0680bb58dced4bcd90e,false
1715548,3127190433230b3dc1abd0680bb58dced4bcd90e,false
1706809,3127190433230b3dc1abd0680bb58dced4bcd90e,false
33666044,3127190433230b3dc1abd0680bb58dced4bcd90e,false
2080690,3127190433230b3dc1abd0680bb58dced4bcd90e,false
143781496,3127190433230b3dc1abd0680bb58dced4bcd90e,false
34699434,3127190433230b3dc1abd0680bb58dced4bcd90e,false
2272877588,8ce4c0ee315d86f32ec7354ccdf8d8996e8ee270,true
2272895651,8ce4c0ee315d86f32ec7354ccdf8d8996e8ee270,false
2273000538,8ce4c0ee315d86f32ec7354ccdf8d8996e8ee270,false
2272963092,8ce4c0ee315d86f32ec7354ccdf8d8996e8ee270,false
48445225,18a5f443299784479e78d9e77f175af57cb2fa2b,true
49959210,18a5f443299784479e78d9e77f175af57cb2fa2b,false
1780892,18a5f443299784479e78d9e77f175af57cb2fa2b,false
35087612,18a5f443299784479e78d9e77f175af57cb2fa2b,false
37602570,18a5f443299784479e78d9e77f175af57cb2fa2b,false
32623151,18a5f443299784479e78d9e77f175af57cb2fa2b,false
2073806959,18a5f443299784479e78d9e77f175af57cb2fa2b,false
3056963,18a5f443299784479e78d9e77f175af57cb2fa2b,false
73260620,18a5f443299784479e78d9e77f175af57cb2fa2b,false
3164170,e5be15bbea606edfc906c857c91e15b7e0b47ce0,true
35032286,e5be15bbea606edfc906c857c91e15b7e0b47ce0,false
144117760,e5be15bbea606edfc906c857c91e15b7e0b47ce0,false
2118490244,caddad79846f779621d42e3088a3c0f0144d42ce,true
2108188432,caddad79846f779621d42e3088a3c0f0144d42ce,false
2261519,caddad79846f779621d42e3088a3c0f0144d42ce,false
2057164992,caddad79846f779621d42e3088a3c0f0144d42ce,false
2118198495,caddad79846f779621d42e3088a3c0f0144d42ce,false
2042324,caddad79846f779621d42e3088a3c0f0144d42ce,false
1696433,caddad79846f779621d42e3088a3c0f0144d42ce,false
144737098,e49561d3ae5b8a2eb9591c1b8feb38d96d9354a0,true
2790591,94818f502c3ed29ea88dfc92e1fab7e5fd21a3e2,true
1705137,94818f502c3ed29ea88dfc92e1fab7e5fd21a3e2,false
1698232,94818f502c3ed29ea88dfc92e1fab7e5fd21a3e2,false
1470488636,f9a855ae59579d16dca6a5133cd8daddd3305582,true
1470488392,f9a855ae59579d16dca6a5133cd8daddd3305582,false
2251635781,f9a855ae59579d16dca6a5133cd8daddd3305582,false
1470485471,f9a855ae59579d16dca6a5133cd8daddd3305582,false
2413244,f9a855ae59579d16dca6a5133cd8daddd3305582,false
2342602,f9a855ae59579d16dca6a5133cd8daddd3305582,false
47096190,069103feb2d2d3f1b0115b484d5c2f978a983df0,true
7202338,069103feb2d2d3f1b0115b484d5c2f978a983df0,false
1719236,069103feb2d2d3f1b0115b484d5c2f978a983df0,false
33779522,069103feb2d2d3f1b0115b484d5c2f978a983df0,false
35206168,069103feb2d2d3f1b0115b484d5c2f978a983df0,false
9127718,498b86dda45574046f2e0d0c3998e46df333f800,true
2993634,498b86dda45574046f2e0d0c3998e46df333f800,false
144441675,498b86dda45574046f2e0d0c3998e46df333f800,false
2255353261,498b86dda45574046f2e0d0c3998e46df333f800,false
29912342,f83a207712fd4cf41aded79e9e6c4345ba879128,true
34994156,f83a207712fd4cf41aded79e9e6c4345ba879128,false
2117867,f83a207712fd4cf41aded79e9e6c4345ba879128,false
144312193,f83a207712fd4cf41aded79e9e6c4345ba879128,false
3393220,f83a207712fd4cf41aded79e9e6c4345ba879128,false
40274002,f83a207712fd4cf41aded79e9e6c4345ba879128,false
2058356165,f83a207712fd4cf41aded79e9e6c4345ba879128,false
1694621,f83a207712fd4cf41aded79e9e6c4345ba879128,false
2316152880,f83a207712fd4cf41aded79e9e6c4345ba879128,false
1681465,772f1aeba480257d5b532d1f4551e910860c78bd,true
15062175,43104e01c706d23b2b7466a5b6580e53c960d025,true
2167376,43104e01c706d23b2b7466a5b6580e53c960d025,false
123782937,43104e01c706d23b2b7466a5b6580e53c960d025,false
3245439,5c7751b5d1db2c6c8a5589fcb8d479abbbe83495,true
144954290,c497ead46e3be83a234e5eb6c4df75710a88998b,true
2116687,c497ead46e3be83a234e5eb6c4df75710a88998b,false
2146666634,c497ead46e3be83a234e5eb6c4df75710a88998b,false
2109127753,c497ead46e3be83a234e5eb6c4df75710a88998b,false
40369853,c497ead46e3be83a234e5eb6c4df75710a88998b,false
1687922,c497ead46e3be83a234e5eb6c4df75710a88998b,false
1769213,c497ead46e3be83a234e5eb6c4df75710a88998b,false
2144274601,c497ead46e3be83a234e5eb6c4df75710a88998b,false
49290504,c497ead46e3be83a234e5eb6c4df75710a88998b,false
1679177,c497ead46e3be83a234e5eb6c4df75710a88998b,false
1786249,638df1b831feb3647a9bf5496780b38890573d4d,true
144224173,638df1b831feb3647a9bf5496780b38890573d4d,false
2313892,7bdbdcc95b92b9a87fd71662caa4db232145889c,true
2681887,4bb08f30bb2c83334b21fbbc68c3f2622d4fb04b,true
1701656,4bb08f30bb2c83334b21fbbc68c3f2622d4fb04b,false
40478933,f938cffd498ffb81ee9d66b4cd473e82c2e12c72,true
2864855,f938cffd498ffb81ee9d66b4cd473e82c2e12c72,false
2145499198,f938cffd498ffb81ee9d66b4cd473e82c2e12c72,false
48568841,f938cffd498ffb81ee9d66b4cd473e82c2e12c72,false
2086828705,f938cffd498ffb81ee9d66b4cd473e82c2e12c72,false
2093122747,f938cffd498ffb81ee9d66b4cd473e82c2e12c72,false
1721158,f938cffd498ffb81ee9d66b4cd473e82c2e12c72,false
2933688,f470be358519a8b3ed3bb837d20602362ba892f4,true
145057448,327000b35a3c24a9507d2c7940a2b490b4fa0045,true
144882686,327000b35a3c24a9507d2c7940a2b490b4fa0045,false
3242151,da773af7e4f1248f47e6057eabcb595b3997eac9,true
1841852,da773af7e4f1248f47e6057eabcb595b3997eac9,false
144153718,da773af7e4f1248f47e6057eabcb595b3997eac9,false
32946552,d9bdeec7dca0dad82b36df3dd33c87c229908a4f,true
145192086,d9bdeec7dca0dad82b36df3dd33c87c229908a4f,false
1731423,d9bdeec7dca0dad82b36df3dd33c87c229908a4f,false
144719528,d9bdeec7dca0dad82b36df3dd33c87c229908a4f,false
38593472,d9bdeec7dca0dad82b36df3dd33c87c229908a4f,false
119873434,766307acd948e5128495bbc5b7d9f2aa2720ab91,true
32469781,766307acd948e5128495bbc5b7d9f2aa2720ab91,false
1793761,766307acd948e5128495bbc5b7d9f2aa2720ab91,false
1735118,766307acd948e5128495bbc5b7d9f2aa2720ab91,false
47245058,766307acd948e5128495bbc5b7d9f2aa2720ab91,false
2228059,ec690fad685ca160ad2745315a69da6ffb75b95c,true
3215200,ec690fad685ca160ad2745315a69da6ffb75b95c,false
47892183,ec690fad685ca160ad2745315a69da6ffb75b95c,false
143899699,ec690fad685ca160ad2745315a69da6ffb75b95c,false
1721009,ab19509a0eba2942b9d611bf05f1b0e44859c062,true
32946552,643855b8d0054ab239570fda27688f79ab5f026d,true
145192086,643855b8d0054ab239570fda27688f79ab5f026d,false
144719528,643855b8d0054ab239570fda27688f79ab5f026d,false
2115663726,643855b8d0054ab239570fda27688f79ab5f026d,false
1731423,643855b8d0054ab239570fda27688f79ab5f026d,false
26565727,977a7b78cb0e4abce35aa778d18164671f3ced08,true
9219862,977a7b78cb0e4abce35aa778d18164671f3ced08,false
46976706,098ec595850e748823e3a75eb0a50dc2a53e2d4e,true
2115201230,098ec595850e748823e3a75eb0a50dc2a53e2d4e,false
144746954,098ec595850e748823e3a75eb0a50dc2a53e2d4e,false
2176899,098ec595850e748823e3a75eb0a50dc2a53e2d4e,false
2108503030,2b8b5836fca207a9195836e3af2d6749675ebdfc,true
1707848,2b8b5836fca207a9195836e3af2d6749675ebdfc,false
1759241,8dd55802ca52cb74aad86254edc3f2722cff8f4b,true
2797716,8dd55802ca52cb74aad86254edc3f2722cff8f4b,false
2120346,8dd55802ca52cb74aad86254edc3f2722cff8f4b,false
145762058,5390fcb1e3b7b039d7497e85bcc6bee61b0d2f6b,true
35047468,5390fcb1e3b7b039d7497e85bcc6bee61b0d2f6b,false
1760940,5390fcb1e3b7b039d7497e85bcc6bee61b0d2f6b,false
1776848,5390fcb1e3b7b039d7497e85bcc6bee61b0d2f6b,false
120436311,cffbdf4551b2c795b247088c92bf826d48f56998,true
47340170,88224f4abf7448829db6e9df7130961f93c755b1,true
2349338107,88224f4abf7448829db6e9df7130961f93c755b1,false
1738217,f921cbf0663f8b5683bed8d2ca9166cd95cfce5a,true
145193290,f921cbf0663f8b5683bed8d2ca9166cd95cfce5a,false
8200163,f921cbf0663f8b5683bed8d2ca9166cd95cfce5a,false
145805552,f921cbf0663f8b5683bed8d2ca9166cd95cfce5a,false
143962122,082bc77513862f8d709322916f44d6fe2f2d06d7,true
49959210,082bc77513862f8d709322916f44d6fe2f2d06d7,false
2041535246,082bc77513862f8d709322916f44d6fe2f2d06d7,false
3056963,082bc77513862f8d709322916f44d6fe2f2d06d7,false
2064471306,082bc77513862f8d709322916f44d6fe2f2d06d7,false
24918521,082bc77513862f8d709322916f44d6fe2f2d06d7,false
1780892,082bc77513862f8d709322916f44d6fe2f2d06d7,false
144267830,082bc77513862f8d709322916f44d6fe2f2d06d7,false
51425828,082bc77513862f8d709322916f44d6fe2f2d06d7,false
143860536,082bc77513862f8d709322916f44d6fe2f2d06d7,false
35087612,082bc77513862f8d709322916f44d6fe2f2d06d7,false
39140636,082bc77513862f8d709322916f44d6fe2f2d06d7,false
2063031994,082bc77513862f8d709322916f44d6fe2f2d06d7,false
2300683689,082bc77513862f8d709322916f44d6fe2f2d06d7,false
144348389,082bc77513862f8d709322916f44d6fe2f2d06d7,false
143973671,082bc77513862f8d709322916f44d6fe2f2d06d7,false
2386768815,082bc77513862f8d709322916f44d6fe2f2d06d7,false
46568282,082bc77513862f8d709322916f44d6fe2f2d06d7,false
145062645,082bc77513862f8d709322916f44d6fe2f2d06d7,false
2069605776,082bc77513862f8d709322916f44d6fe2f2d06d7,false
2269737950,082bc77513862f8d709322916f44d6fe2f2d06d7,false
153304144,082bc77513862f8d709322916f44d6fe2f2d06d7,false
2228557,082bc77513862f8d709322916f44d6fe2f2d06d7,false
2115490429,082bc77513862f8d709322916f44d6fe2f2d06d7,false
2394564212,082bc77513862f8d709322916f44d6fe2f2d06d7,false
33117667,082bc77513862f8d709322916f44d6fe2f2d06d7,false
51310474,34c303f5609b8d553c2114c0fb4c99393346a185,true
2255869,34c303f5609b8d553c2114c0fb4c99393346a185,false
2285994747,34c303f5609b8d553c2114c0fb4c99393346a185,false
1710353,2121684133f39cfe8f70e4413e3f27d054ef9336,true
50070537,55d8428c3a779495aac4ecbf6c503c232a3ad573,true
144875711,55d8428c3a779495aac4ecbf6c503c232a3ad573,false
39172707,df2b0e26d0599ce3e70df8a9da02e51594e0e992,true
1744179,df2b0e26d0599ce3e70df8a9da02e51594e0e992,false
2544107,df2b0e26d0599ce3e70df8a9da02e51594e0e992,false
3259253,df2b0e26d0599ce3e70df8a9da02e51594e0e992,false
40348417,204e3073870fae3d05bcbc2f6a8e263d9b72e776,true
1846258,204e3073870fae3d05bcbc2f6a8e263d9b72e776,false
3877127,204e3073870fae3d05bcbc2f6a8e263d9b72e776,false
39328010,204e3073870fae3d05bcbc2f6a8e263d9b72e776,false
145024664,204e3073870fae3d05bcbc2f6a8e263d9b72e776,false
19177000,204e3073870fae3d05bcbc2f6a8e263d9b72e776,false
40527594,204e3073870fae3d05bcbc2f6a8e263d9b72e776,false
3443442,204e3073870fae3d05bcbc2f6a8e263d9b72e776,false
11323179,077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,true
40511414,077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,false
39589154,077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,false
3048577,077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,false
144863691,077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,false
50536468,077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,false
39455775,077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,false
35084211,077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,false
1982950,077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,false
1759422,077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,false
2402716,6c4b76232bb72897685d19b3d264c6ee3005bc2b,true
1846258,6c4b76232bb72897685d19b3d264c6ee3005bc2b,false
145625142,6c4b76232bb72897685d19b3d264c6ee3005bc2b,false
3844009,6c4b76232bb72897685d19b3d264c6ee3005bc2b,false
46617804,6c4b76232bb72897685d19b3d264c6ee3005bc2b,false
1380243217,6c4b76232bb72897685d19b3d264c6ee3005bc2b,false
2389316,6c4b76232bb72897685d19b3d264c6ee3005bc2b,false
2157338362,6c4b76232bb72897685d19b3d264c6ee3005bc2b,false
35025299,6c4b76232bb72897685d19b3d264c6ee3005bc2b,false
39139825,3febb2bed8865945e7fddc99efd791887bb7e14f,true
50043859,3febb2bed8865945e7fddc99efd791887bb7e14f,false
2136562,3febb2bed8865945e7fddc99efd791887bb7e14f,false
40642935,3febb2bed8865945e7fddc99efd791887bb7e14f,false
143997772,3febb2bed8865945e7fddc99efd791887bb7e14f,false
2544107,3febb2bed8865945e7fddc99efd791887bb7e14f,false
1982950,3febb2bed8865945e7fddc99efd791887bb7e14f,false
143845796,f37e1b62a767a307c046404ca96bc140b3e68cb5,true
2166511,f37e1b62a767a307c046404ca96bc140b3e68cb5,false
144783904,f37e1b62a767a307c046404ca96bc140b3e68cb5,false
3308557,2e9d221c206e9503ceb452302d68d10e293f2a10,true
145341374,2e9d221c206e9503ceb452302d68d10e293f2a10,false
31035595,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,true
2056658938,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
39849748,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
2065894334,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
152724169,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
6515819,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
2072676,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
67311962,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
144864359,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
119609682,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
144517868,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
1404060687,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
2064404342,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
103143311,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
48422824,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
1992922591,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
2052152920,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
49387725,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
2059411355,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
144239765,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
2108828435,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
2064673055,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
1380985420,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
145565184,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
1490681878,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
2115193883,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
133740015,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
52238703,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
38909097,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
1701686,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
2698777,90abbc2cf38462b954ae1b772fac9532e2ccd8b0,false
2047446108,f6b51c8753a871dc94ff32152c00c01e94f90f09,true
2118440152,f6b51c8753a871dc94ff32152c00c01e94f90f09,false
32131713,f6b51c8753a871dc94ff32152c00c01e94f90f09,false
49959210,f6b51c8753a871dc94ff32152c00c01e94f90f09,false
38909097,9405cc0d6169988371b2755e573cc28650d14dfe,true
49387725,9405cc0d6169988371b2755e573cc28650d14dfe,false
48422824,9405cc0d6169988371b2755e573cc28650d14dfe,false
150970919,9405cc0d6169988371b2755e573cc28650d14dfe,false
2698777,9405cc0d6169988371b2755e573cc28650d14dfe,false
1701686,9405cc0d6169988371b2755e573cc28650d14dfe,false
46664096,1e43c7084bdcb6b3102afaf301cce10faead2702,true
51433082,1e43c7084bdcb6b3102afaf301cce10faead2702,false
2829848,1e43c7084bdcb6b3102afaf301cce10faead2702,false
2145183568,1e43c7084bdcb6b3102afaf301cce10faead2702,false
2144247125,1e43c7084bdcb6b3102afaf301cce10faead2702,false
51435068,1e43c7084bdcb6b3102afaf301cce10faead2702,false
144323862,1e43c7084bdcb6b3102afaf301cce10faead2702,false
2166511,687bac2d3320083eb4530bf18bb8f8f721477600,true
24590005,687bac2d3320083eb4530bf18bb8f8f721477600,false
2110402830,687bac2d3320083eb4530bf18bb8f8f721477600,false
1964541,687bac2d3320083eb4530bf18bb8f8f721477600,false
144783904,687bac2d3320083eb4530bf18bb8f8f721477600,false
34699434,687bac2d3320083eb4530bf18bb8f8f721477600,false
144922861,687bac2d3320083eb4530bf18bb8f8f721477600,false
46181066,156d217b0a911af97fa1b5a71dc909ccef7a8028,true
46258841,156d217b0a911af97fa1b5a71dc909ccef7a8028,false
2527954,156d217b0a911af97fa1b5a71dc909ccef7a8028,false
2706258,05dd7254b632376973f3a1b4d39485da17814df5,true
2151810148,05dd7254b632376973f3a1b4d39485da17814df5,false
2787620,05dd7254b632376973f3a1b4d39485da17814df5,false
145419642,05dd7254b632376973f3a1b4d39485da17814df5,false
51918868,a54b56af24bb4873ed0163b77df63b92bd018ddc,true
1380459402,a54b56af24bb4873ed0163b77df63b92bd018ddc,false
40811585,a54b56af24bb4873ed0163b77df63b92bd018ddc,false
50335211,a54b56af24bb4873ed0163b77df63b92bd018ddc,false
2362534,7a064df1aeada7e69e5173f7d4c8606f4470365b,true
46221498,7a064df1aeada7e69e5173f7d4c8606f4470365b,false
7685850,7a064df1aeada7e69e5173f7d4c8606f4470365b,false
1700980,7a064df1aeada7e69e5173f7d4c8606f4470365b,false
48267618,7a064df1aeada7e69e5173f7d4c8606f4470365b,false
1737285,7a064df1aeada7e69e5173f7d4c8606f4470365b,false
3335364,fa72afa9b2cbc8f0d7b05d52548906610ffbb9c5,true
1979489,fa72afa9b2cbc8f0d7b05d52548906610ffbb9c5,false
1751762,fa72afa9b2cbc8f0d7b05d52548906610ffbb9c5,false
38909097,cd18800a0fe0b668a1cc19f2ec95b5003d0a5035,true
144958935,cd18800a0fe0b668a1cc19f2ec95b5003d0a5035,false
35084211,395de0bd3837fdf4b4b5e5f04835bcc69c279481,true
11323179,395de0bd3837fdf4b4b5e5f04835bcc69c279481,false
39589154,395de0bd3837fdf4b4b5e5f04835bcc69c279481,false
2320509,395de0bd3837fdf4b4b5e5f04835bcc69c279481,false
113947684,395de0bd3837fdf4b4b5e5f04835bcc69c279481,false
39455775,395de0bd3837fdf4b4b5e5f04835bcc69c279481,false
1759422,395de0bd3837fdf4b4b5e5f04835bcc69c279481,false
1982950,395de0bd3837fdf4b4b5e5f04835bcc69c279481,false
2109512754,e0c6abdbdecf04ffac65c440da77fb9d66bb474c,true
3422912,e0c6abdbdecf04ffac65c440da77fb9d66bb474c,false
35729970,e0c6abdbdecf04ffac65c440da77fb9d66bb474c,false
143712374,e0c6abdbdecf04ffac65c440da77fb9d66bb474c,false
145124475,e0c6abdbdecf04ffac65c440da77fb9d66bb474c,false
2827616,e0c6abdbdecf04ffac65c440da77fb9d66bb474c,false
38367242,1f6ba0782862ec12a5ec6d7fb608523d55b0c6ba,true
144906624,451d4a16e425ecbf38c4b1cca0dcf5d9bec8255c,true
50286460,451d4a16e425ecbf38c4b1cca0dcf5d9bec8255c,false
38614754,451d4a16e425ecbf38c4b1cca0dcf5d9bec8255c,false
145783676,451d4a16e425ecbf38c4b1cca0dcf5d9bec8255c,false
39455775,451d4a16e425ecbf38c4b1cca0dcf5d9bec8255c,false
3644767,451d4a16e425ecbf38c4b1cca0dcf5d9bec8255c,false
2480903,6fec3e579c7cd4f13bdabbee2b6ac2e8ff5941c6,true
40267343,6fec3e579c7cd4f13bdabbee2b6ac2e8ff5941c6,false
39589154,6fec3e579c7cd4f13bdabbee2b6ac2e8ff5941c6,false
113810201,6fec3e579c7cd4f13bdabbee2b6ac2e8ff5941c6,false
2293203,6fec3e579c7cd4f13bdabbee2b6ac2e8ff5941c6,false
144204682,6fec3e579c7cd4f13bdabbee2b6ac2e8ff5941c6,false
3024698,6fec3e579c7cd4f13bdabbee2b6ac2e8ff5941c6,false
40511414,6fec3e579c7cd4f13bdabbee2b6ac2e8ff5941c6,false
1982950,6fec3e579c7cd4f13bdabbee2b6ac2e8ff5941c6,false
1759422,6fec3e579c7cd4f13bdabbee2b6ac2e8ff5941c6,false
1830914,ec4eba83f6b3266d9ae7cabb2b2cb1518f727edc,true
2480903,ec4eba83f6b3266d9ae7cabb2b2cb1518f727edc,false
3422912,c4744a7c2bb298e4a52289a1e085c71cc3d37bc6,true
2109512754,c4744a7c2bb298e4a52289a1e085c71cc3d37bc6,false
35729970,c4744a7c2bb298e4a52289a1e085c71cc3d37bc6,false
143712374,c4744a7c2bb298e4a52289a1e085c71cc3d37bc6,false
2827616,c4744a7c2bb298e4a52289a1e085c71cc3d37bc6,false
145124475,c4744a7c2bb298e4a52289a1e085c71cc3d37bc6,false
2329288,e2dba792360873aef125572812f3673b1a85d850,true
3024698,e2dba792360873aef125572812f3673b1a85d850,false
2319608,e2dba792360873aef125572812f3673b1a85d850,false
2047446108,e2dba792360873aef125572812f3673b1a85d850,false
1726807,a6cb366736791bcccc5c8639de5a8f9636bf87e8,true
2503659,a6cb366736791bcccc5c8639de5a8f9636bf87e8,false
50229020,2a567ebd78939d0861d788f0fedff8d40ae62bf2,true
2279754408,2a567ebd78939d0861d788f0fedff8d40ae62bf2,false
31809608,2a567ebd78939d0861d788f0fedff8d40ae62bf2,false
